country,year,energy_per_capita,gdp,primary_energy_consumption,energy_per_gdp,population,cumulative_cement_co2,methane,gas_co2,consumption_co2_per_capita,share_global_cumulative_flaring_co2,cumulative_coal_co2,land_use_change_co2,oil_co2_per_capita,share_global_co2_including_luc,share_global_cumulative_coal_co2,share_global_other_co2,co2_growth_prct,coal_co2_per_capita,cumulative_oil_co2,share_global_cumulative_other_co2,co2_per_capita,other_industry_co2,share_global_cumulative_cement_co2,trade_co2,land_use_change_co2_per_capita,nitrous_oxide,co2,co2_per_unit_energy,cement_co2_per_capita,consumption_co2_per_gdp,methane_per_capita,co2_including_luc_growth_prct,temperature_change_from_co2,co2_including_luc_growth_abs,share_global_luc_co2,temperature_change_from_n2o,flaring_co2,share_global_cumulative_co2_including_luc,cumulative_co2,oil_co2,cumulative_flaring_co2,share_global_cumulative_luc_co2,co2_including_luc_per_capita,temperature_change_from_ch4,share_global_gas_co2,co2_including_luc_per_unit_energy,share_global_cumulative_oil_co2,flaring_co2_per_capita,share_global_oil_co2,temperature_change_from_ghg,share_global_cumulative_gas_co2,ghg_excluding_lucf_per_capita,total_ghg_excluding_lucf,cumulative_luc_co2,share_of_temperature_change_from_ghg,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cumulative_co2,coal_co2,consumption_co2,share_global_flaring_co2,cement_co2,co2_per_gdp,co2_including_luc_per_gdp,co2_growth_abs,co2_including_luc,other_co2_per_capita,share_global_coal_co2,cumulative_gas_co2,total_ghg,nitrous_oxide_per_capita,gas_co2_per_capita,cumulative_co2_including_luc,share_global_cement_co2,ghg_per_capita,renewables_cons_change_pct,coal_prod_change_pct,hydro_cons_change_twh,net_elec_imports,solar_cons_change_twh,hydro_elec_per_capita,fossil_electricity,oil_consumption,gas_prod_per_capita,other_renewable_exc_biofuel_electricity,biofuel_elec_per_capita,oil_prod_per_capita,gas_prod_change_twh,gas_energy_per_capita,gas_prod_change_pct,other_renewables_elec_per_capita,oil_cons_change_pct,low_carbon_cons_change_pct,coal_prod_change_twh,solar_electricity,gas_electricity,oil_energy_per_capita,fossil_energy_per_capita,electricity_share_energy,fossil_cons_change_twh,hydro_consumption,biofuel_cons_per_capita,wind_energy_per_capita,other_renewables_share_energy,energy_cons_change_twh,per_capita_electricity,wind_share_energy,fossil_elec_per_capita,renewables_electricity,solar_elec_per_capita,low_carbon_energy_per_capita,nuclear_share_energy,nuclear_elec_per_capita,low_carbon_share_elec,other_renewable_electricity,gas_share_elec,coal_cons_per_capita,oil_elec_per_capita,fossil_share_elec,biofuel_cons_change_twh,nuclear_electricity,other_renewables_cons_change_pct,oil_share_elec,renewables_share_elec,other_renewables_share_elec_exc_biofuel,net_elec_imports_share_demand,hydro_share_energy,oil_share_energy,wind_elec_per_capita,low_carbon_electricity,oil_production,other_renewable_consumption,gas_production,solar_consumption,fossil_cons_change_pct,greenhouse_gas_emissions,gas_cons_change_twh,gas_elec_per_capita,hydro_energy_per_capita,low_carbon_cons_change_twh,solar_energy_per_capita,coal_share_energy,hydro_electricity,coal_production,oil_prod_change_twh,coal_cons_change_twh,energy_cons_change_pct,wind_cons_change_twh,gas_share_energy,oil_electricity,biofuel_consumption,carbon_intensity_elec,nuclear_consumption,low_carbon_share_energy,oil_cons_change_twh,nuclear_energy_per_capita,biofuel_share_energy,other_renewables_elec_per_capita_exc_biofuel,fossil_fuel_consumption,coal_electricity,gas_cons_change_pct,renewables_elec_per_capita,renewables_consumption,hydro_share_elec,biofuel_share_elec,other_renewables_share_elec,wind_consumption,oil_prod_change_pct,low_carbon_consumption,hydro_cons_change_pct,solar_cons_change_pct,solar_share_elec,wind_share_elec,coal_cons_change_pct,wind_cons_change_pct,coal_prod_per_capita,nuclear_cons_change_twh,electricity_generation,nuclear_share_elec,electricity_demand_per_capita,renewables_energy_per_capita,nuclear_cons_change_pct,coal_elec_per_capita,other_renewables_energy_per_capita,renewables_cons_change_twh,gas_consumption,wind_electricity,renewables_share_energy,low_carbon_elec_per_capita,coal_consumption,biofuel_electricity,solar_share_energy,electricity_demand,other_renewables_cons_change_twh,biofuel_cons_change_pct,fossil_share_energy,coal_share_elec
Argentina,1980,16842.906,371076956160.0,472.019,1.272,28011596.0,67.019,121.109,19.566,,0.953,392.349,47.452,2.731,0.638,0.11,,-1.772,0.102,1787.481,,3.879,,0.855,,1.694,33.916,108.656,0.23,0.127,,4.324,-1.276,0.006,-2.017,0.955,0.001,6.156,0.965,2570.368,76.508,59.038,1.509,5.573,0.005,0.709,0.331,0.977,0.22,0.855,0.012,0.558,4.827,135.2,9082.449,1.413,,,0.558,0.426,2.865,,1.945,3.562,0.293,0.421,-1.96,156.108,,0.041,264.48,294.76,1.211,0.698,11580.473,0.877,10.523,41.741,-48.647,13.259,,,540.523,,297.018,2913.356,,,10485.554,11.334,4001.071,16.12,3.535,-7.127,30.765,-2.427,,,10598.399,14997.139,,-14.91,44.771,,,0.067,-2.637,,,,,,1845.768,1.407,83.537,,0.099,,397.669,,,,2.34,4.247,,,,,9.485,62.925,,,293.856,0.316,81.646,,-3.426,,9.239,,1597.564,12.273,,2.361,15.141,2.562,11.501,-1.357,-0.556,,23.755,,,,6.64,10.959,-22.792,236.925,,,420.292,,8.979,,45.088,,,,,4.073,51.727,42.076,,,,-10.855,,91.425,-0.999,,,,1608.843,-13.076,,11.279,13.272,112.129,,9.552,,11.145,,,,0.013,,89.041,
Argentina,1981,16085.102,349782016000.0,457.964,1.309,28463957.0,70.341,118.673,20.485,,0.998,395.306,45.375,2.461,0.618,0.108,,-6.155,0.104,1857.541,,3.582,,0.853,,1.594,33.592,101.969,0.223,0.117,,4.169,-5.615,0.006,-8.765,0.939,0.001,5.144,0.958,2672.337,70.059,64.183,1.505,5.176,0.005,0.733,0.322,0.97,0.181,0.82,0.012,0.567,4.516,128.532,9127.823,1.402,,,0.536,0.43,2.957,,2.169,3.323,0.292,0.421,-6.688,147.343,,0.042,284.966,284.574,1.18,0.72,11727.814,0.818,9.998,-3.071,27.692,-1.349,,,515.909,,278.526,2983.804,,,10512.841,3.307,4115.945,4.05,3.057,-6.226,0.045,0.71,,,9782.691,14269.554,,-14.019,43.423,,,0.061,-14.056,,,,,,1815.549,1.745,98.932,,0.087,,370.916,,,,2.816,-12.119,,,,,9.482,60.818,,,299.314,0.278,84.953,,-3.336,,5.057,,1525.143,-0.036,,2.306,14.685,3.272,5.458,-0.584,-2.978,,25.589,,,,7.99,11.287,-18.492,280.649,,,406.272,,4.51,,43.701,,,,,1.858,51.691,-3.012,,,,-5.241,,114.912,1.351,,,,1534.899,20.342,,9.756,-1.387,117.186,,9.542,,10.56,,,,-0.038,,88.713,
Argentina,1982,16129.603,338761515008.0,466.513,1.377,28924269.0,73.156,117.163,23.249,,1.047,397.966,44.8,2.387,0.633,0.107,,1.356,0.092,1926.573,,3.573,,0.846,,1.549,33.446,103.351,0.222,0.097,,4.051,0.549,0.006,0.808,0.986,0.001,5.595,0.952,2775.688,69.032,69.778,1.501,5.122,0.005,0.851,0.318,0.964,0.193,0.827,0.012,0.582,4.521,130.775,9172.623,1.391,,,0.548,0.433,2.66,,2.375,2.815,0.305,0.437,1.383,148.151,,0.037,308.214,282.869,1.156,0.804,11875.966,0.696,9.78,19.871,3.414,8.597,,,608.217,,265.018,3291.792,,,10282.361,10.255,4603.13,12.071,3.975,-4.85,11.311,0.112,,,9162.966,14134.874,,2.547,52.02,,,0.079,8.549,,,,,,1994.73,1.137,64.652,,0.115,,368.778,,,,1.87,32.126,,,,,11.151,56.808,,,297.394,0.367,95.208,,0.627,,15.949,,1798.581,6.002,,2.286,17.592,3.383,-1.92,0.106,1.867,,28.538,,,,5.306,12.367,-13.507,183.459,,,408.82,,13.61,,52.387,,,,,-0.641,57.693,19.799,,,,1.0,,116.98,-2.684,,,,1811.27,-33.594,,12.69,8.686,133.135,,11.229,,10.666,,,,0.089,,87.633,
Argentina,1983,16535.426,350706597888.0,485.764,1.385,29391333.0,75.974,120.066,26.264,,1.09,400.158,44.797,2.337,0.631,0.106,,1.733,0.075,1995.247,,3.577,,0.838,,1.524,33.85,105.142,0.216,0.096,,4.085,1.207,0.006,1.788,0.936,0.001,5.196,0.946,2880.83,68.674,74.973,1.496,5.101,0.005,0.951,0.309,0.959,0.177,0.832,0.012,0.6,4.558,133.965,9217.42,1.383,,,0.554,0.437,2.191,,2.441,2.818,0.3,0.428,1.791,149.939,,0.03,334.478,288.464,1.152,0.894,12025.906,0.681,9.815,4.892,-5.631,2.443,,,626.666,,268.312,4349.861,,,10161.329,32.579,4872.904,34.219,5.273,1.243,12.266,-0.191,,,9133.354,14335.765,,12.324,54.463,,,0.102,19.251,,,,,,2199.662,1.989,115.851,,0.155,,329.507,,,,3.405,34.793,,,,,11.212,55.235,,,298.511,0.495,127.786,,3.015,,10.017,,1853.936,6.927,,1.993,18.419,3.193,1.116,-0.986,4.127,,29.469,,,,9.662,13.303,3.294,328.886,,,421.144,,7.524,,54.958,,,,,0.375,64.62,4.697,,,,-9.245,,108.685,4.356,,,,1870.776,82.086,,16.84,2.571,143.152,,11.314,,9.68,,,,0.128,,86.697,
Argentina,1984,16336.176,357844353024.0,487.344,1.362,29863091.0,78.591,121.29,27.301,,1.162,402.305,44.327,2.251,0.596,0.104,,1.246,0.072,2062.484,,3.565,,0.829,,1.484,34.038,106.452,0.218,0.088,,4.062,0.56,0.006,0.839,0.786,0.001,7.149,0.939,2987.281,67.237,82.122,1.49,5.049,0.005,0.907,0.309,0.953,0.239,0.808,0.012,0.616,4.555,136.013,9261.748,1.373,,,0.542,0.44,2.147,,3.828,2.618,0.297,0.421,1.31,150.779,,0.028,361.779,292.39,1.14,0.914,12176.684,0.621,9.791,7.642,4.732,4.315,,,665.634,,255.453,4394.346,,,9801.444,3.307,5108.264,2.588,3.851,-4.792,12.082,0.151,,,8563.012,13912.13,,-6.114,58.779,,,0.075,1.58,,,,,,2424.045,2.702,155.409,,0.115,,240.855,,,,4.641,-25.802,,,,,12.061,52.417,,,292.399,0.367,131.093,,-1.452,,9.239,,1970.308,7.695,,1.474,19.878,3.344,-6.112,-2.495,0.325,,31.27,,,,13.169,14.839,-12.858,441.433,,,415.029,,6.454,,59.146,,,,,-2.048,72.315,7.923,,,,-25.772,,112.092,3.507,,,,1982.613,36.3,,12.304,4.188,152.391,,12.136,,7.185,,,,-0.128,,85.161,
Argentina,1985,15901.774,334171439104.0,481.619,1.441,30336448.0,80.916,120.626,28.809,,1.218,405.078,43.425,1.992,0.562,0.103,,-5.562,0.091,2122.919,,3.314,,0.816,,1.431,33.567,100.531,0.209,0.077,,3.976,-4.525,0.006,-6.823,0.821,0.001,6.188,0.932,3087.812,60.435,88.31,1.484,4.745,0.005,0.923,0.299,0.944,0.204,0.726,0.012,0.632,4.288,130.077,9305.173,1.361,,,0.495,0.441,2.774,,3.399,2.325,0.301,0.431,-5.92,143.956,,0.034,390.588,281.289,1.107,0.95,12320.641,0.546,9.272,3.903,-21.415,2.292,,,680.803,18.765,237.507,4459.99,,,9276.707,3.987,5140.708,3.042,3.956,-7.025,7.734,-0.716,,12.452,7841.844,13332.522,11.219,-11.226,61.071,,,0.08,-5.725,1493.378,,618.55,,,2569.253,3.397,190.069,,0.12,27.485,349.971,188.091,41.42,,5.766,4.364,12.595,,,,12.68,49.314,,,280.965,0.383,135.08,,-2.705,,3.307,410.451,2016.404,5.501,,2.201,20.653,2.628,-11.434,3.414,-1.175,,32.328,5.706,,,16.361,16.157,-17.947,540.2,,,403.804,0.607,2.17,,61.454,45.588,,0.265,,-3.91,77.815,3.9,,,,47.519,,86.765,3.192,45.304,12.727,,2029.052,24.24,20.009,12.648,2.308,155.697,,12.76,,10.6,,,,0.016,,83.843,1.34
Argentina,1986,16549.99,358634684416.0,508.885,1.419,30811983.0,83.705,119.073,30.964,,1.255,408.471,42.699,2.019,0.562,0.101,,3.6,0.11,2185.12,,3.38,,0.809,,1.386,33.074,104.15,0.205,0.091,,3.864,2.009,0.006,2.893,0.773,0.001,4.804,0.925,3191.963,62.2,93.114,1.478,4.766,0.005,1.016,0.289,0.936,0.156,0.726,0.012,0.65,4.356,134.208,9347.872,1.348,,,0.505,0.443,3.393,,2.82,2.789,0.29,0.409,3.619,146.849,,0.041,421.553,283.787,1.073,1.005,12467.49,0.631,9.21,1.835,-9.0,1.115,,,682.536,22.157,249.746,4905.461,,,8649.655,15.755,5471.598,11.663,4.024,5.153,1.229,-0.237,,13.25,8122.252,13987.672,11.398,26.294,62.186,,,0.078,27.266,1591.013,,719.103,,,2562.32,3.184,185.35,,0.124,27.028,393.821,256.199,45.198,,5.711,3.32,16.103,,,,12.22,49.077,,,265.962,0.396,150.835,,6.512,,12.545,430.027,2022.426,0.972,,2.38,21.03,2.391,-15.002,1.51,5.661,,33.061,7.894,,,16.205,15.482,12.239,527.022,,,430.098,1.013,8.057,,62.582,42.899,,0.253,,-5.34,78.787,1.826,,,,14.243,,77.772,-0.156,49.022,11.65,,2035.298,-0.954,32.877,12.872,1.128,168.243,,12.298,,12.109,,,,0.013,,84.518,2.066
Argentina,1987,17037.08,367893610496.0,531.837,1.446,31291764.0,86.875,117.286,36.699,,1.291,412.249,42.597,2.124,0.592,0.1,,10.3,0.121,2251.573,,3.671,,0.804,,1.361,32.828,114.877,0.216,0.101,,3.748,7.236,0.007,10.625,0.798,0.001,4.778,0.918,3306.84,66.454,97.892,1.472,5.032,0.005,1.109,0.296,0.93,0.153,0.769,0.012,0.672,4.649,145.489,9390.468,1.336,,,0.541,0.446,3.778,,2.919,3.169,0.312,0.428,10.727,157.474,,0.044,458.251,294.797,1.049,1.173,12624.964,0.69,9.421,4.086,2.473,2.609,,,700.266,23.632,266.58,4719.747,,,8409.642,-3.501,5392.661,-2.321,3.387,6.741,6.024,0.059,,12.538,8539.723,14362.916,11.624,18.262,64.795,,,0.064,22.953,1665.466,,755.209,,,2674.165,3.449,206.604,,0.106,24.058,430.532,322.066,45.345,,6.465,-14.52,19.338,,,,12.183,50.124,,,262.519,0.338,147.334,,4.246,,0.097,400.674,2075.671,4.691,,2.527,21.913,2.45,-3.443,1.33,4.51,,31.652,10.078,,,18.345,15.696,16.834,587.656,,,448.359,1.016,0.058,,65.133,42.046,,0.203,,-1.295,83.478,4.195,,,,10.986,,78.5,2.139,52.115,12.405,,2086.509,13.203,32.469,10.838,2.551,168.34,,12.247,,13.44,,,,-0.057,,84.304,1.95
Argentina,1988,17062.936,360921169920.0,540.738,1.498,31780533.0,89.921,120.323,42.233,,1.336,416.272,40.509,2.084,0.594,0.099,,5.682,0.127,2317.806,,3.82,,0.796,,1.275,32.921,121.405,0.225,0.096,,3.786,2.819,0.007,4.44,0.783,0.001,5.87,0.912,3428.245,66.232,103.762,1.467,5.095,0.005,1.218,0.299,0.924,0.185,0.739,0.013,0.698,4.833,153.599,9430.978,1.324,,,0.55,0.449,4.023,,3.149,3.047,0.336,0.449,6.528,161.914,,0.045,500.484,308.005,1.036,1.329,12786.877,0.631,9.692,-30.14,37.265,-19.674,,,480.142,31.288,268.361,5511.412,,,8704.763,27.327,6204.941,18.548,3.869,0.668,-25.641,0.913,,21.067,8468.092,15107.618,10.965,30.413,45.121,,,0.073,8.901,1651.942,,984.517,,,1955.317,3.042,182.439,,0.123,40.129,434.585,271.708,59.598,,5.798,16.016,16.448,,,,8.344,49.629,,,275.861,0.393,174.661,,6.783,,28.3,662.904,1423.793,-21.512,,2.547,15.259,3.364,13.342,0.333,1.674,,36.365,8.635,,,16.452,11.459,1.781,519.139,,,478.772,1.586,16.811,,45.514,29.065,,0.234,,5.082,61.966,-30.363,,,,2.475,,106.14,-1.893,52.5,11.044,,1436.179,-10.317,49.905,12.386,-19.62,196.639,,8.417,,13.772,,,,0.054,,88.541,3.021
Argentina,1989,16211.047,338520801280.0,521.441,1.54,32270958.0,92.174,121.828,44.609,,1.389,420.416,40.107,1.852,0.575,0.098,,-3.611,0.128,2377.559,,3.626,,0.782,,1.243,32.63,117.02,0.224,0.07,,3.775,-2.956,0.007,-4.787,0.81,0.001,6.262,0.906,3545.265,59.753,110.023,1.462,4.869,0.005,1.225,0.301,0.914,0.194,0.655,0.013,0.724,4.647,149.972,9471.085,1.313,,,0.523,0.451,4.144,,4.126,2.253,0.346,0.464,-4.384,157.127,,0.047,545.093,309.019,1.011,1.382,12944.005,0.457,9.576,-13.579,0.391,-6.126,,,408.646,32.404,246.347,5741.437,,,8760.694,10.017,6421.703,5.735,3.285,-8.203,-13.445,0.013,,24.335,7658.685,14543.698,10.873,-10.963,38.995,,,0.065,-19.297,1576.119,,1004.137,,,1667.35,2.742,156.147,,0.106,47.845,463.311,223.235,63.709,,5.039,-13.793,14.164,,,,7.478,47.244,,,281.794,0.338,184.678,,-2.29,,9.92,754.098,1212.313,-8.334,,2.858,13.187,3.377,5.934,1.13,-3.569,,39.613,7.204,,,14.298,10.285,-22.013,444.517,,,467.809,0.865,5.045,,39.333,25.927,,0.208,,2.151,53.632,-13.577,,,,8.208,,104.981,-2.154,50.863,9.907,,1222.833,-13.091,26.804,10.52,-6.18,206.559,,7.543,,14.903,,,,-0.054,,89.715,1.701
Argentina,1990,15718.703,338751160320.0,513.022,1.514,32755907.0,93.996,122.548,43.213,3.449,1.404,423.556,39.882,1.807,0.549,0.097,,-4.163,0.096,2436.747,,3.424,,0.765,0.836,1.218,33.238,112.149,0.219,0.056,0.334,3.741,-3.243,0.007,-5.096,0.801,0.001,4.785,0.899,3657.414,59.188,114.808,1.457,4.641,0.005,1.135,0.296,0.905,0.146,0.64,0.013,0.744,4.429,145.081,9510.967,1.304,,0.745,0.493,0.452,3.14,112.985,1.849,1.822,0.331,0.449,-4.872,152.031,,0.036,588.306,312.334,1.015,1.319,13096.036,0.369,9.535,34.249,-46.304,13.383,,,540.764,25.454,229.973,5315.761,,,9063.98,-11.184,6045.785,-6.056,4.061,-6.647,37.064,-1.564,0.0,19.85,7046.249,13467.861,10.976,-28.25,52.378,,0.0,0.083,-8.419,1557.123,0.0,777.073,17.846,0.0,2250.843,4.027,222.281,49.264,0.133,38.917,375.828,150.935,49.904,,7.281,25.49,9.693,34.989,,,10.21,44.827,0.0,25.127,295.827,0.425,173.494,0.0,-6.039,,-9.239,605.989,1604.823,19.831,0.0,2.391,17.713,1.813,14.033,-2.637,-1.615,,38.462,4.944,,,20.66,14.32,-16.374,633.009,,,439.559,0.66,-4.473,544.825,52.802,34.728,,0.261,0.0,4.98,73.462,34.319,,0.0,0.0,-17.692,,55.556,6.362,51.005,14.275,,1617.834,44.493,20.149,13.011,13.469,197.32,0.0,10.292,767.105,12.266,,0.0,,0.086,,85.68,1.294
Argentina,1991,15747.927,376057921536.0,521.347,1.386,33230292.0,96.192,122.05,47.284,3.653,1.407,426.494,83.435,1.843,0.715,0.095,,4.999,0.088,2497.98,,3.544,,0.752,3.65,2.511,33.181,117.755,0.226,0.066,0.323,3.673,32.335,0.007,49.159,1.679,0.001,4.104,0.895,3775.169,61.233,118.912,1.458,6.054,0.005,1.222,0.386,0.895,0.123,0.631,0.013,0.766,4.557,151.415,9594.401,1.295,,3.099,0.508,0.454,2.939,121.405,1.497,2.196,0.313,0.535,5.606,201.19,,0.034,635.59,346.004,0.999,1.423,13297.226,0.432,10.412,-10.344,5.797,-5.452,,0.0,477.554,29.512,240.283,5854.547,,,9092.303,20.325,6068.988,11.715,3.942,4.483,-5.456,0.105,0.0,20.967,7258.055,13653.089,11.32,12.437,46.925,,0.0,0.08,8.326,1620.64,0.0,888.107,16.0,0.0,2094.837,4.221,233.402,44.112,0.131,38.933,326.046,229.279,54.8,,7.756,-1.514,14.147,29.71,,,9.001,46.089,0.0,23.756,301.008,0.418,193.819,0.0,2.829,,3.598,630.962,1417.433,-4.111,0.0,2.07,15.869,1.918,5.181,-1.472,1.623,0.0,38.538,7.619,,,22.008,13.302,10.31,664.771,,,451.996,0.926,1.824,481.497,47.343,29.467,,0.243,0.0,1.751,69.351,-10.41,,0.0,0.0,-12.002,,57.946,1.348,53.854,14.402,,1430.066,6.524,27.866,12.632,-5.459,200.919,0.0,9.081,714.899,10.794,,0.0,,-0.006,,86.698,1.719
Argentina,1992,16661.842,416679821312.0,559.309,1.342,33693532.0,98.687,124.153,48.303,3.817,1.413,429.602,54.991,1.889,0.635,0.094,,3.21,0.092,2561.612,,3.607,,0.741,7.088,1.632,34.01,121.535,0.217,0.074,0.309,3.685,-12.259,0.007,-24.664,1.046,0.001,3.997,0.89,3896.703,63.633,122.91,1.455,5.239,0.005,1.232,0.316,0.889,0.119,0.691,0.013,0.787,4.644,156.476,9649.393,1.287,,5.832,0.539,0.456,3.107,128.623,1.653,2.495,0.292,0.424,3.78,176.526,,0.037,683.893,342.419,1.009,1.434,13473.751,0.471,10.163,20.592,-30.822,9.746,,0.0,568.807,29.29,252.706,5820.234,,,10061.297,1.556,6472.077,0.803,3.858,5.17,11.028,-0.591,0.0,20.795,7528.129,14362.696,11.034,30.135,56.671,,0.0,0.074,37.962,1665.221,0.0,869.308,19.295,0.0,2299.145,3.592,210.159,47.01,0.13,37.063,362.49,227.373,52.204,,7.081,-0.78,13.654,34.39,,,10.132,45.182,0.0,26.376,337.74,0.415,195.375,0.0,6.667,,16.338,617.182,1688.23,7.827,0.0,2.176,19.165,1.327,36.733,1.374,7.282,0.0,38.844,7.661,,,20.092,13.799,12.423,598.554,,,482.131,0.834,8.132,572.665,57.086,34.158,,0.232,0.0,12.203,77.178,20.769,,0.0,0.0,12.731,,39.534,-1.915,56.107,12.621,,1700.591,-8.703,24.753,12.361,9.742,217.257,0.0,10.206,782.824,12.168,,0.0,,-0.003,,86.201,1.486
Argentina,1993,16981.766,444780249088.0,577.843,1.299,34152718.0,101.448,123.987,40.807,3.629,1.43,432.13,44.164,1.966,0.585,0.093,,-2.908,0.074,2628.764,,3.455,,0.731,5.939,1.293,33.645,118.001,0.204,0.081,0.279,3.63,-8.135,0.007,-14.36,0.888,0.001,4.752,0.885,4014.705,67.152,127.662,1.451,4.748,0.005,1.014,0.281,0.884,0.139,0.729,0.013,0.797,4.52,154.36,9693.558,1.278,,5.033,0.519,0.458,2.528,123.941,2.033,2.761,0.265,0.365,-3.534,162.166,,0.03,724.7,335.297,0.985,1.195,13635.917,0.5,9.818,23.681,-16.832,13.612,,0.0,695.943,29.867,247.78,6150.426,,,10618.517,13.907,6742.032,7.118,2.811,-1.949,19.86,-0.223,0.0,21.994,7281.814,14261.009,11.97,3.132,70.283,,0.0,0.053,18.533,1811.536,0.0,874.528,23.864,0.0,2720.755,3.806,226.922,51.099,0.096,35.55,237.163,195.973,48.276,,7.75,-26.15,10.818,38.572,,,12.163,42.88,0.0,31.614,361.319,0.306,209.282,0.0,0.65,,12.156,644.005,2065.481,15.401,0.0,1.397,23.768,1.104,23.578,-4.098,3.314,0.0,39.702,6.693,,,21.991,16.022,-4.926,646.269,,,485.263,1.18,5.595,698.754,70.589,38.417,,0.155,0.0,6.981,92.58,24.019,,0.0,0.0,-33.68,,32.436,1.898,61.869,12.527,,2074.487,9.448,34.551,9.006,13.503,229.413,0.0,12.216,925.676,8.07,,0.0,,-0.109,,83.978,1.907
Argentina,1994,17651.035,472926748672.0,608.761,1.287,34613491.0,104.498,125.816,42.677,3.587,1.402,435.691,43.408,1.942,0.56,0.092,,0.397,0.103,2695.968,,3.423,,0.723,5.672,1.254,34.684,118.469,0.195,0.088,0.262,3.635,-0.178,0.007,-0.288,0.737,0.001,1.978,0.879,4133.174,67.203,129.64,1.445,4.677,0.005,1.051,0.266,0.879,0.057,0.726,0.013,0.808,4.511,156.153,9736.965,1.269,,4.788,0.515,0.459,3.561,124.142,0.629,3.05,0.251,0.342,0.468,161.877,,0.042,767.377,337.789,1.002,1.233,13797.794,0.517,9.759,14.756,106.548,10.404,,0.0,788.326,29.624,261.495,6279.615,,,11637.521,7.294,6837.929,3.485,2.86,5.535,12.673,1.176,0.0,22.719,7582.062,14624.845,12.152,19.129,80.686,,0.0,0.052,30.919,1895.854,0.0,855.863,27.386,0.0,3026.191,3.838,237.913,54.282,0.099,34.622,204.853,131.654,45.144,,8.235,3.135,6.944,41.732,,,13.254,42.955,0.0,35.621,401.363,0.316,216.576,0.0,3.942,,6.419,656.374,2339.503,11.79,0.0,1.161,27.287,2.28,40.044,-1.005,5.351,0.0,38.74,4.557,,,23.367,17.145,13.715,677.524,,,504.392,2.348,2.798,791.186,81.002,41.582,,0.151,0.0,11.083,104.369,14.803,,0.0,0.0,-12.452,,66.099,1.376,65.622,12.549,,2348.667,6.258,67.835,9.164,10.413,235.831,0.0,13.306,1029.1,7.065,,0.0,,0.01,,82.855,3.578
Argentina,1995,17977.289,461601013760.0,628.236,1.361,35070016.0,107.119,128.135,53.194,3.661,1.385,439.432,43.669,1.792,0.583,0.091,,5.746,0.107,2758.802,,3.572,,0.71,3.097,1.245,34.82,125.277,0.199,0.075,0.278,3.654,4.367,0.007,7.069,0.804,0.001,2.887,0.874,4258.451,62.834,132.527,1.44,4.817,0.005,1.261,0.269,0.873,0.082,0.673,0.013,0.827,4.737,166.139,9780.634,1.261,,2.472,0.532,0.461,3.741,128.374,0.885,2.621,0.271,0.366,6.807,168.946,,0.042,820.571,347.306,0.993,1.517,13966.739,0.42,9.903,-2.786,-12.104,-2.315,,0.0,755.737,32.994,259.544,6959.922,,,12465.595,26.646,7510.928,12.304,3.394,-0.746,-5.424,-0.276,0.0,26.501,7426.968,15150.055,11.928,25.044,78.371,,0.0,0.06,19.475,1915.293,0.0,940.792,26.623,0.0,2827.236,3.191,201.483,50.155,0.119,39.453,212.16,130.739,49.12,,7.066,20.213,6.826,39.635,,,12.475,41.313,0.0,33.689,435.624,0.38,243.222,0.0,4.965,,26.646,755.648,2242.627,-5.568,0.0,1.18,26.504,2.004,34.261,0.349,3.199,0.0,41.78,4.585,,,20.05,15.727,-1.952,573.737,,,529.436,1.908,11.299,759.131,78.751,39.458,,0.177,0.0,8.536,98.801,-2.87,,0.0,0.0,4.94,,57.338,-3.317,67.169,10.52,,2253.499,-14.196,54.406,10.872,-2.251,262.478,0.0,12.535,960.614,7.414,,0.0,,0.064,,84.273,2.841
Argentina,1996,18568.533,489406464000.0,657.128,1.343,35513794.0,109.541,124.795,57.542,3.782,1.358,442.546,45.1,1.856,0.582,0.09,,4.688,0.088,2824.722,,3.693,,0.697,3.167,1.27,35.221,131.15,0.2,0.068,0.274,3.514,4.323,0.007,7.304,0.75,0.001,2.151,0.868,4389.6,65.921,134.678,1.434,4.963,0.006,1.306,0.268,0.867,0.061,0.685,0.014,0.847,4.835,171.693,9825.733,1.251,,2.415,0.541,0.463,3.114,134.316,0.614,2.422,0.268,0.36,5.873,176.25,,0.035,878.113,350.828,0.992,1.62,14142.989,0.381,9.879,-14.718,1.639,-11.923,,0.0,632.76,39.086,259.824,7949.968,,,13413.356,38.122,8510.56,15.674,6.28,0.108,-10.465,0.033,0.0,32.545,7341.881,16071.908,11.647,39.339,66.449,,0.804,0.108,28.892,1964.305,0.004,1100.602,22.704,0.0,2496.624,3.221,210.031,43.239,0.223,46.654,219.468,130.203,56.03,,7.459,87.387,6.628,32.546,,,10.112,39.539,0.271,30.163,474.69,0.712,281.344,0.0,7.43,,38.706,916.42,1877.641,-10.447,0.0,1.182,22.472,2.037,39.066,0.353,4.599,0.028,45.833,4.624,,,21.165,13.445,0.281,598.062,,,568.775,1.917,14.746,639.311,67.189,32.213,,0.32,0.028,8.968,88.354,-15.213,,0.0,0.014,4.757,,57.548,1.115,69.76,10.692,,1898.562,5.562,53.979,20.117,-11.562,301.183,0.01,10.225,849.342,7.767,,0.0,,0.332,,86.555,2.748
