country,year,energy_per_capita,gdp,primary_energy_consumption,energy_per_gdp,population,cumulative_cement_co2,methane,gas_co2,consumption_co2_per_capita,share_global_cumulative_flaring_co2,cumulative_coal_co2,land_use_change_co2,oil_co2_per_capita,share_global_co2_including_luc,share_global_cumulative_coal_co2,share_global_other_co2,co2_growth_prct,coal_co2_per_capita,cumulative_oil_co2,share_global_cumulative_other_co2,co2_per_capita,other_industry_co2,share_global_cumulative_cement_co2,trade_co2,land_use_change_co2_per_capita,nitrous_oxide,co2,co2_per_unit_energy,cement_co2_per_capita,consumption_co2_per_gdp,methane_per_capita,co2_including_luc_growth_prct,temperature_change_from_co2,co2_including_luc_growth_abs,share_global_luc_co2,temperature_change_from_n2o,flaring_co2,share_global_cumulative_co2_including_luc,cumulative_co2,oil_co2,cumulative_flaring_co2,share_global_cumulative_luc_co2,co2_including_luc_per_capita,temperature_change_from_ch4,share_global_gas_co2,co2_including_luc_per_unit_energy,share_global_cumulative_oil_co2,flaring_co2_per_capita,share_global_oil_co2,temperature_change_from_ghg,share_global_cumulative_gas_co2,ghg_excluding_lucf_per_capita,total_ghg_excluding_lucf,cumulative_luc_co2,share_of_temperature_change_from_ghg,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cumulative_co2,coal_co2,consumption_co2,share_global_flaring_co2,cement_co2,co2_per_gdp,co2_including_luc_per_gdp,co2_growth_abs,co2_including_luc,other_co2_per_capita,share_global_coal_co2,cumulative_gas_co2,total_ghg,nitrous_oxide_per_capita,gas_co2_per_capita,cumulative_co2_including_luc,share_global_cement_co2,ghg_per_capita,renewables_cons_change_pct,coal_prod_change_pct,hydro_cons_change_twh,net_elec_imports,solar_cons_change_twh,hydro_elec_per_capita,fossil_electricity,oil_consumption,gas_prod_per_capita,other_renewable_exc_biofuel_electricity,biofuel_elec_per_capita,oil_prod_per_capita,gas_prod_change_twh,gas_energy_per_capita,gas_prod_change_pct,other_renewables_elec_per_capita,oil_cons_change_pct,low_carbon_cons_change_pct,coal_prod_change_twh,solar_electricity,gas_electricity,oil_energy_per_capita,fossil_energy_per_capita,electricity_share_energy,fossil_cons_change_twh,hydro_consumption,biofuel_cons_per_capita,wind_energy_per_capita,other_renewables_share_energy,energy_cons_change_twh,per_capita_electricity,wind_share_energy,fossil_elec_per_capita,renewables_electricity,solar_elec_per_capita,low_carbon_energy_per_capita,nuclear_share_energy,nuclear_elec_per_capita,low_carbon_share_elec,other_renewable_electricity,gas_share_elec,coal_cons_per_capita,oil_elec_per_capita,fossil_share_elec,biofuel_cons_change_twh,nuclear_electricity,other_renewables_cons_change_pct,oil_share_elec,renewables_share_elec,other_renewables_share_elec_exc_biofuel,net_elec_imports_share_demand,hydro_share_energy,oil_share_energy,wind_elec_per_capita,low_carbon_electricity,oil_production,other_renewable_consumption,gas_production,solar_consumption,fossil_cons_change_pct,greenhouse_gas_emissions,gas_cons_change_twh,gas_elec_per_capita,hydro_energy_per_capita,low_carbon_cons_change_twh,solar_energy_per_capita,coal_share_energy,hydro_electricity,coal_production,oil_prod_change_twh,coal_cons_change_twh,energy_cons_change_pct,wind_cons_change_twh,gas_share_energy,oil_electricity,biofuel_consumption,carbon_intensity_elec,nuclear_consumption,low_carbon_share_energy,oil_cons_change_twh,nuclear_energy_per_capita,biofuel_share_energy,other_renewables_elec_per_capita_exc_biofuel,fossil_fuel_consumption,coal_electricity,gas_cons_change_pct,renewables_elec_per_capita,renewables_consumption,hydro_share_elec,biofuel_share_elec,other_renewables_share_elec,wind_consumption,oil_prod_change_pct,low_carbon_consumption,hydro_cons_change_pct,solar_cons_change_pct,solar_share_elec,wind_share_elec,coal_cons_change_pct,wind_cons_change_pct,coal_prod_per_capita,nuclear_cons_change_twh,electricity_generation,nuclear_share_elec,electricity_demand_per_capita,renewables_energy_per_capita,nuclear_cons_change_pct,coal_elec_per_capita,other_renewables_energy_per_capita,renewables_cons_change_twh,gas_consumption,wind_electricity,renewables_share_energy,low_carbon_elec_per_capita,coal_consumption,biofuel_electricity,solar_share_energy,electricity_demand,other_renewables_cons_change_twh,biofuel_cons_change_pct,fossil_share_energy,coal_share_elec
United Kingdom,2005,44924.059,2161729470464.0,2712.683,1.255,60596108.0,452.786,85.263,205.438,12.334,1.691,55368.633,43.692,3.308,1.78,9.584,1.852,-0.539,2.443,11414.664,1.155,9.412,4.488,1.991,177.072,0.721,32.081,570.338,0.21,0.098,0.346,1.407,5.845,0.032,33.907,0.893,0.002,5.991,3.723,71982.242,200.448,219.469,0.405,10.133,0.005,3.803,0.226,2.724,0.099,1.805,0.039,3.03,10.429,631.953,2985.687,3.087,59.777,31.047,1.926,6.074,148.033,747.41,1.722,5.941,0.264,0.284,-3.091,614.031,0.074,1.282,4466.915,710.881,0.529,3.39,71377.852,0.614,11.731,23.962,-18.468,0.136,8.32,0.011,81.193,299.8,1001.766,15292.035,0.0,150.175,16317.417,-85.741,16459.162,-8.497,150.175,2.87,5.355,-31.818,0.01,152.64,16589.992,40343.559,15.711,9.896,14.096,13.416,138.088,1.071,22.031,6573.86,0.307,4947.517,16.93,0.165,4580.5,8.267,1346.952,24.74,9.1,38.318,7294.403,206.614,75.26,0.638,81.62,23.607,3.143,4.25,0.0,2.046,0.52,36.929,47.858,98.55,985.307,29.056,923.39,0.023,0.408,213.22,-26.013,2518.976,233.445,12.134,0.379,16.237,4.92,140.469,-123.893,7.958,0.819,2.751,36.638,12.52,0.81,535.258,224.264,10.196,27.952,3713.975,0.03,0.0,2436.095,134.64,-2.551,279.391,52.324,1.235,2.284,2.284,8.338,-11.17,276.588,1.619,100.0,0.003,0.728,1.84,50.181,2326.269,3.048,398.35,20.49,6711.163,866.525,2.024,2221.927,481.196,9.086,993.866,2.9,1.929,1626.344,440.463,9.1,0.001,406.67,5.549,371.443,89.804,33.799
United Kingdom,2006,44048.914,2212618829824.0,2678.337,1.21,61051093.0,458.679,78.925,194.126,12.307,1.686,55529.48,22.279,3.23,1.641,9.413,1.79,-0.437,2.635,11611.848,1.185,9.301,4.528,1.928,183.532,0.365,31.283,567.846,0.212,0.097,0.34,1.293,-3.893,0.032,-23.906,0.418,0.002,5.272,3.685,72550.086,197.183,224.741,0.405,9.666,0.005,3.493,0.22,2.698,0.086,1.757,0.039,3.047,10.209,623.289,3007.966,3.049,64.305,32.321,1.854,5.968,160.844,751.378,1.517,5.893,0.257,0.267,-2.493,590.124,0.074,1.319,4661.041,696.889,0.512,3.18,71967.984,0.558,11.415,13.659,-10.193,-1.026,7.52,0.008,75.183,303.72,991.901,13773.573,0.0,152.004,14647.14,-85.906,15502.385,-9.303,152.004,-0.985,-3.766,-14.318,0.01,140.83,16313.165,39726.074,15.821,-20.603,13.07,33.932,198.23,1.106,-34.345,6507.177,0.45,4974.853,18.1,0.164,4322.844,7.692,1235.851,23.548,9.28,35.449,7910.523,229.971,76.452,1.253,75.45,1.918,3.534,4.556,0.0,1.858,0.488,37.034,69.122,93.55,890.6,29.614,837.484,0.031,-0.846,222.21,-51.263,2306.758,214.956,-13.743,0.515,17.958,4.59,126.151,-94.706,40.526,-1.266,3.715,35.194,14.04,2.063,559.343,206.013,9.814,-9.865,3388.172,0.077,0.0,2415.492,148.85,-5.158,296.473,56.832,1.155,2.336,2.336,12.053,-9.612,262.845,-6.693,37.5,0.003,1.062,9.201,45.467,2074.724,-18.25,397.27,18.992,6630.353,934.672,-7.556,2438.124,487.039,4.508,942.602,4.22,2.122,1532.324,480.989,9.28,0.001,404.79,0.557,154.678,90.186,37.468
United Kingdom,2007,42510.004,2267631583232.0,2604.192,1.148,61535860.0,464.796,73.633,196.52,12.185,1.683,55680.324,18.254,3.188,1.599,9.239,1.737,-1.458,2.451,11808.008,1.21,9.093,4.509,1.865,190.227,0.297,31.047,559.566,0.215,0.099,0.331,1.197,-2.085,0.032,-12.304,0.397,0.002,5.417,3.647,73109.656,196.16,230.158,0.405,9.39,0.005,3.412,0.222,2.674,0.088,1.743,0.039,3.06,9.922,610.536,3026.22,3.011,68.814,33.995,1.774,5.862,150.844,749.793,1.578,6.117,0.247,0.255,-8.279,577.821,0.073,1.18,4857.561,678.446,0.505,3.194,72545.805,0.539,11.025,17.517,-6.318,1.287,5.21,0.008,82.554,314.1,964.176,12323.213,0.0,151.457,14537.355,-82.556,15556.555,-9.858,151.457,-2.795,-9.293,-7.97,0.01,165.79,15738.901,38688.309,16.151,-45.42,14.357,65.718,243.425,1.143,-74.145,6448.44,0.573,5104.345,19.68,0.163,3821.697,6.567,1024.282,20.844,9.32,41.781,7392.854,201.021,79.156,1.963,63.03,0.513,3.117,4.96,0.0,1.296,0.551,37.024,85.641,82.71,890.568,29.766,754.928,0.04,-1.88,220.65,10.403,2694.203,234.354,-28.725,0.646,17.391,5.08,118.181,-0.032,-28.098,-2.768,2.859,36.595,12.37,4.026,556.06,171.019,8.99,-27.725,2791.667,0.155,0.0,2370.072,135.94,1.104,319.814,63.1,1.28,2.349,2.349,14.912,-0.004,234.12,10.535,27.273,0.003,1.328,-5.842,24.5,1929.153,-34.994,396.81,15.884,6533.106,1030.029,-16.464,2209.12,485.886,6.269,953.005,5.27,2.423,1344.095,452.891,9.32,0.002,402.02,0.152,95.13,91.01,34.258
United Kingdom,2008,41443.582,2252034801664.0,2558.816,1.136,62027303.0,470.0,68.297,202.655,11.545,1.677,55819.543,11.244,3.044,1.505,9.063,1.656,-2.615,2.244,11996.808,1.229,8.785,4.304,1.802,171.166,0.181,30.573,544.932,0.213,0.084,0.318,1.101,-3.746,0.033,-21.644,0.23,0.002,4.75,3.608,73654.594,188.8,234.908,0.404,8.967,0.005,3.419,0.217,2.65,0.077,1.685,0.039,3.073,9.522,590.645,3037.464,2.972,73.118,31.411,1.699,5.757,139.219,716.099,1.419,5.205,0.242,0.247,-14.634,556.177,0.069,1.055,5060.216,655.32,0.493,3.267,73101.977,0.453,10.565,31.325,5.69,0.09,11.02,0.008,82.867,314.53,944.148,11786.204,0.0,155.577,13522.433,-27.223,15845.338,-3.606,155.577,-2.077,-3.589,6.724,0.02,176.22,15291.783,37945.004,16.03,-27.266,14.447,149.651,323.016,1.204,-45.376,6270.792,0.779,5070.836,21.94,0.322,3498.579,5.531,846.241,19.136,9.65,45.305,6807.882,224.579,80.864,5.214,52.49,3.483,3.581,5.641,0.0,2.755,0.565,36.898,114.949,74.43,834.904,30.802,727.706,0.048,-1.15,215.63,25.32,2841.01,233.99,-18.11,0.774,16.427,5.14,124.906,-55.664,-32.558,-1.742,5.031,38.234,13.93,9.24,554.376,141.529,8.442,-20.028,2292.26,0.361,0.0,2342.806,124.38,2.657,353.716,74.481,1.321,2.481,2.481,19.944,-6.25,216.01,1.258,21.429,0.005,1.833,-7.189,34.575,2023.019,-29.49,388.96,13.495,6448.457,1206.319,-16.727,2005.248,498.889,11.38,978.325,7.13,2.911,1199.957,420.333,9.65,0.002,399.98,1.037,129.506,91.558,31.978
United Kingdom,2009,39034.461,2151479246848.0,2429.637,1.129,62506221.0,473.722,64.284,188.07,10.003,1.672,55933.363,7.641,2.884,1.363,8.893,1.372,-9.327,1.821,12177.071,1.235,7.905,3.348,1.738,131.123,0.122,29.176,494.108,0.203,0.06,0.291,1.028,-9.786,0.033,-54.427,0.145,0.002,4.881,3.568,74148.703,180.264,239.789,0.402,8.027,0.005,3.252,0.207,2.626,0.078,1.645,0.039,3.079,8.572,535.778,3045.105,2.934,76.466,26.537,1.567,5.656,113.823,625.231,1.477,3.721,0.23,0.233,-50.825,501.749,0.054,0.873,5248.286,596.275,0.467,3.009,73603.727,0.315,9.539,17.827,-2.358,0.153,2.86,0.008,83.672,282.42,899.3,9833.294,0.0,171.343,12742.703,-115.648,14655.969,-15.892,171.343,-4.75,26.503,-2.945,0.02,166.5,14448.118,34674.078,16.641,-184.574,14.6,184.003,416.415,1.408,-129.179,6027.565,1.067,4518.274,25.24,0.32,4360.39,7.621,1105.491,25.04,10.71,44.193,5569.99,206.06,74.96,2.213,69.1,11.044,3.419,6.699,0.0,0.753,0.601,37.014,148.465,94.34,793.149,34.204,612.057,0.056,-7.878,190.13,-66.088,2663.737,234.563,55.396,0.897,14.269,5.23,121.961,-41.755,-73.638,-5.048,5.975,37.546,12.88,11.453,504.645,185.173,11.171,-44.848,2974.986,0.471,0.0,2158.232,103.04,-6.755,403.8,86.232,1.388,2.843,2.843,25.919,-5.001,271.405,1.687,17.648,0.005,2.463,-17.519,30.769,1959.418,43.644,376.76,18.341,6073.32,1385.404,31.65,1648.477,549.525,11.751,912.237,9.28,3.549,1509.291,346.695,10.71,0.002,379.62,3.402,23.953,88.829,27.349
United Kingdom,2010,39533.43,2190919860224.0,2481.12,1.132,63006484.0,477.514,59.143,201.927,10.68,1.666,56051.391,6.868,2.854,1.336,8.719,1.45,3.602,1.873,12356.92,1.243,8.125,3.569,1.674,160.982,0.109,29.87,511.905,0.206,0.06,0.307,0.939,3.393,0.033,17.023,0.125,0.002,4.738,3.527,74660.602,179.848,244.527,0.4,8.234,0.005,3.242,0.209,2.601,0.075,1.588,0.039,3.085,8.71,548.757,3051.973,2.894,80.035,31.448,1.535,5.554,118.03,672.886,1.388,3.792,0.234,0.237,17.797,518.772,0.057,0.846,5450.213,610.291,0.474,3.205,74122.5,0.3,9.686,7.629,3.501,-4.632,2.66,0.056,56.978,293.74,884.787,9225.763,0.0,194.583,11667.352,-33.048,15693.558,-5.4,194.583,-1.614,-3.931,4.27,0.04,175.65,14097.939,35444.914,16.424,66.293,9.968,212.173,454.885,1.578,51.483,6063.826,1.151,4662.063,26.18,0.635,4088.515,6.671,986.249,23.117,12.26,45.974,5653.417,166.65,76.883,1.863,62.14,14.447,2.748,6.852,0.0,0.691,0.402,35.661,163.317,88.32,732.244,39.146,579.009,0.112,3.072,197.6,72.691,2787.811,158.829,-14.81,1.781,14.3,3.59,126.231,-60.905,8.114,2.119,2.63,39.697,10.5,13.316,517.196,165.505,10.342,-14.512,2637.106,0.537,0.0,2224.524,107.59,7.968,415.513,91.09,0.94,3.209,3.209,28.549,-7.679,256.595,-31.304,101.383,0.01,2.693,2.34,10.825,2011.329,-19.668,382.06,16.264,6106.043,1451.408,-10.07,1707.603,623.739,4.858,984.928,10.29,3.671,1401.762,354.809,12.26,0.005,384.72,4.942,16.267,89.658,28.16
United Kingdom,2011,37002.133,2223011266560.0,2341.73,1.053,63509285.0,481.61,56.045,168.236,9.592,1.656,56168.543,10.683,2.709,1.208,8.541,1.352,-8.242,1.845,12528.979,1.248,7.396,3.719,1.612,139.492,0.168,29.706,469.713,0.201,0.065,0.274,0.882,-7.398,0.033,-38.376,0.202,0.002,4.453,3.484,75130.312,172.06,248.98,0.399,7.564,0.004,2.624,0.205,2.576,0.07,1.514,0.039,3.069,7.928,503.523,3062.656,2.85,83.753,29.697,1.361,5.449,117.15,609.206,1.239,4.097,0.211,0.216,-42.191,480.396,0.059,0.795,5618.449,566.245,0.468,2.649,74602.898,0.301,8.916,20.365,0.935,5.733,6.22,0.56,89.593,263.79,866.999,7281.589,0.0,209.576,9550.861,-118.184,12944.102,-20.411,209.576,-2.01,14.645,1.18,0.24,146.5,13699.615,32295.867,17.033,-180.637,15.702,194.788,695.826,1.815,-139.39,5793.96,1.881,4153.569,35.2,3.779,4706.266,7.798,1086.141,28.312,13.31,39.813,5652.151,139.35,71.688,-0.989,68.98,8.569,2.405,9.566,0.0,1.662,0.671,37.024,251.302,104.18,604.439,42.5,460.825,0.672,-8.12,183.85,-165.743,2306.751,248.104,41.247,10.621,15.275,5.69,127.411,-127.804,2.895,-5.618,15.488,34.982,8.85,12.327,499.633,182.605,12.719,-17.789,2885.371,0.526,0.0,2043.888,108.44,-16.828,554.25,115.238,1.546,3.617,3.617,44.036,-17.454,297.842,58.484,504.968,0.065,4.337,0.816,55.197,2013.252,17.1,367.97,18.746,5891.899,1820.895,11.009,1707.468,671.556,24.147,819.185,15.96,4.921,1640.391,357.704,13.31,0.029,374.19,3.354,-7.424,87.281,29.47
United Kingdom,2012,37287.375,2255210414080.0,2379.26,1.055,63960487.0,485.334,54.48,158.24,9.887,1.639,56316.551,17.036,2.662,1.241,8.374,1.291,3.782,2.314,12699.268,1.249,7.622,3.573,1.552,144.871,0.266,29.707,487.477,0.205,0.058,0.28,0.852,5.02,0.034,24.117,0.301,0.002,3.646,3.442,75617.797,170.288,252.626,0.398,7.888,0.004,2.416,0.212,2.55,0.057,1.481,0.039,3.046,8.129,519.908,3079.692,2.808,87.327,29.719,1.393,5.349,148.005,632.348,0.967,3.724,0.216,0.224,17.763,504.513,0.056,0.993,5776.688,584.074,0.464,2.474,75107.406,0.267,9.132,8.569,-8.231,-1.144,11.86,3.04,83.02,252.22,843.672,6142.167,0.0,230.455,8121.81,-68.901,12051.445,-14.952,230.455,-2.691,4.719,-10.487,1.35,100.17,13221.887,32345.314,16.646,20.026,14.557,162.441,852.854,1.977,37.53,5688.985,2.287,3943.375,41.24,21.107,4942.063,7.786,1100.837,30.684,14.74,27.529,7071.983,144.777,69.316,-1.962,70.41,10.697,2.545,11.334,0.0,3.157,0.612,35.459,310.192,111.65,518.242,47.047,391.924,3.712,0.98,195.48,-50.198,1566.124,228.137,17.504,58.173,18.966,5.31,116.925,-86.197,93.55,1.603,10.383,32.32,9.26,10.365,537.225,185.246,13.254,-23.327,2903.15,0.436,0.0,2063.913,142.79,-6.128,644.774,130.1,1.459,4.051,4.051,54.42,-14.261,315.347,-6.723,455.587,0.371,5.452,26.153,24.332,1832.423,2.642,363.87,19.35,5874.412,2038.912,2.065,2232.473,737.308,14.863,768.987,19.84,5.468,1745.61,451.254,14.74,0.156,375.73,4.546,-15.918,86.746,39.242
United Kingdom,2013,36961.617,2296252465152.0,2376.717,1.035,64389386.0,489.364,52.139,157.622,9.557,1.625,56459.004,15.913,2.574,1.221,8.212,1.199,-2.024,2.212,12865.024,1.247,7.418,3.531,1.495,137.775,0.247,29.634,477.611,0.201,0.063,0.268,0.81,-2.178,0.034,-10.988,0.311,0.002,4.216,3.401,76095.406,165.756,256.842,0.398,7.665,0.004,2.393,0.208,2.525,0.065,1.432,0.04,3.024,7.88,507.41,3095.605,2.767,90.858,28.847,1.353,5.251,142.457,615.387,1.094,4.029,0.208,0.215,-9.866,493.524,0.055,0.95,5934.311,570.685,0.46,2.448,75600.938,0.277,8.863,26.056,-24.658,-1.744,14.43,1.767,72.993,234.46,828.548,5751.02,0.0,281.102,7351.487,-22.12,11869.834,-5.644,281.102,-1.793,11.187,-28.832,2.01,95.84,12885.201,31518.783,16.569,-37.183,12.814,184.251,1203.598,2.432,-2.543,5564.275,3.256,3641.286,53.21,31.216,5442.837,7.769,1096.61,34.56,18.1,26.75,6763.749,129.835,65.44,1.483,70.61,22.845,2.333,14.852,0.0,3.872,0.539,34.861,441.067,123.82,472.717,57.795,369.804,5.479,-1.802,181.62,-5.73,1488.445,199.271,34.64,85.204,18.299,4.7,88.093,-45.525,-16.33,-0.107,22.975,32.114,8.36,11.848,506.922,184.658,14.726,-15.124,2871.719,0.498,0.0,2026.73,130.26,-0.745,826.379,165.329,1.312,5.052,5.052,77.394,-8.784,349.987,-11.444,48.494,0.561,7.927,-3.619,43.079,1369.981,-0.588,358.28,19.708,5788.381,2571.117,0.287,2023.006,898.794,35.228,763.258,28.4,6.956,1922.989,434.925,18.1,0.231,372.71,10.748,14.304,85.274,36.357
United Kingdom,2014,34675.379,2369725399040.0,2246.046,0.948,64865914.0,493.578,51.119,144.492,9.154,1.614,56574.438,12.032,2.567,1.104,8.053,1.218,-8.125,1.78,13031.535,1.246,6.765,3.72,1.442,154.999,0.185,30.458,438.807,0.195,0.065,0.251,0.788,-8.649,0.034,-42.685,0.223,0.002,4.436,3.36,76534.211,166.511,261.278,0.397,6.95,0.004,2.179,0.201,2.501,0.068,1.435,0.04,2.997,7.205,467.37,3107.637,2.726,94.577,35.323,1.238,5.156,115.434,593.806,1.147,4.215,0.185,0.19,-38.804,450.839,0.057,0.769,6078.803,530.489,0.47,2.228,76051.773,0.281,8.178,19.975,-8.581,3.137,20.52,5.504,90.803,209.82,829.314,5778.832,0.0,348.72,7169.007,4.511,10815.457,1.22,348.72,0.092,4.524,-7.559,4.05,100.89,12803.288,29040.625,16.713,-145.667,15.951,208.963,1336.669,3.215,-130.671,5211.986,3.855,3234.675,64.51,62.437,5634.756,7.378,982.797,37.938,22.62,29.842,5421.88,133.969,62.062,1.688,63.75,24.945,2.57,19.081,0.0,5.722,0.71,36.923,492.555,128.26,464.362,72.212,374.315,10.983,-7.187,156.49,-62.703,1555.364,246.254,14.996,169.558,15.636,5.89,80.533,-8.356,-83.73,-5.498,9.187,31.191,8.69,13.535,462.879,165.722,16.25,0.766,2558.48,0.603,0.0,1881.063,100.24,-8.215,994.514,199.261,1.742,6.691,6.691,86.581,-1.768,364.983,25.233,101.668,1.198,9.45,-19.252,12.544,1243.309,-18.936,338.08,18.856,5528.332,3076.277,-9.714,1545.343,1114.833,33.932,700.555,31.95,8.872,1977.311,351.194,22.62,0.489,358.6,14.417,14.243,83.75,29.65
United Kingdom,2015,34977.094,2426435796992.0,2281.359,0.94,65382107.0,497.972,50.97,147.899,8.958,1.605,56665.988,19.914,2.612,1.081,7.901,1.056,-3.725,1.4,13202.308,1.239,6.461,3.206,1.396,163.253,0.305,30.489,422.461,0.185,0.067,0.241,0.78,-1.878,0.034,-8.465,0.36,0.002,4.641,3.319,76956.672,170.773,265.919,0.396,6.766,0.004,2.186,0.194,2.477,0.071,1.443,0.04,2.971,6.894,450.77,3127.551,2.686,97.784,38.643,1.193,5.063,91.548,585.714,1.209,4.393,0.174,0.182,-16.346,442.375,0.049,0.624,6226.702,517.176,0.466,2.262,76494.148,0.303,7.91,20.658,-26.135,1.008,21.11,9.303,96.357,185.17,851.876,6234.048,0.0,447.523,8075.146,32.297,11045.789,8.628,447.523,2.721,16.023,-21.047,7.53,99.88,13060.705,28358.326,16.824,-31.409,16.958,165.868,1662.856,4.094,35.313,5182.92,4.754,2832.122,83.36,115.169,6618.769,7.968,1075.83,45.357,29.26,29.474,4251.833,143.923,54.643,-2.717,70.34,29.343,2.777,24.599,0.0,5.864,0.743,37.341,615.918,153.7,526.696,93.401,406.612,20.286,-1.67,134.8,19.9,1527.636,260.001,66.722,311.016,12.156,6.3,59.486,62.335,-73.871,1.572,21.878,31.58,9.41,10.819,397.793,181.783,18.923,22.562,2787.039,0.474,0.0,1849.654,75.88,2.841,1274.967,249.922,1.859,8.635,8.635,108.459,13.424,431.705,6.954,85.81,2.222,11.884,-21.034,26.019,912.024,16.061,338.87,20.757,5505.792,3831.73,10.348,1160.563,1431.99,50.661,720.455,40.27,10.955,2350.798,277.323,29.26,0.889,359.98,21.189,-20.071,81.077,22.392
United Kingdom,2016,34171.621,2478973124608.0,2243.545,0.905,65893359.0,502.525,51.591,165.742,8.658,1.596,56713.812,19.141,2.64,1.051,7.753,0.939,-5.452,0.726,13376.237,1.228,6.062,2.821,1.352,171.051,0.29,30.247,399.43,0.178,0.069,0.23,0.783,-5.381,0.034,-23.804,0.434,0.002,4.559,3.281,77356.109,173.93,270.477,0.397,6.352,0.004,2.384,0.187,2.455,0.069,1.454,0.04,2.952,6.494,427.93,3146.692,2.648,100.605,42.824,1.128,4.974,47.825,570.481,1.219,4.553,0.161,0.169,-23.031,418.571,0.043,0.334,6392.444,494.167,0.459,2.515,76912.719,0.306,7.5,-0.23,-46.691,-2.581,17.75,7.577,81.495,184.44,870.479,6357.18,0.0,456.344,8404.215,10.77,12169.379,2.649,456.344,2.184,0.708,-27.774,10.41,143.13,13258.345,27577.93,17.162,-39.019,14.377,166.974,1515.145,4.278,-37.814,5147.412,4.434,2799.071,83.01,157.983,6593.691,8.213,1088.578,45.622,30.07,42.199,2150.207,161.473,54.378,0.144,71.73,2.757,3.137,24.474,0.0,4.973,0.641,38.799,563.942,154.74,551.78,95.975,417.382,27.862,-2.11,113.1,78.528,2172.148,218.981,1.205,424.375,6.292,5.37,31.712,25.084,-136.151,-1.658,-8.982,35.613,10.64,10.963,333.451,184.255,19.296,18.603,2806.408,0.489,0.0,1810.635,30.67,10.9,1259.764,248.655,1.583,8.865,8.865,99.477,4.763,432.91,-14.716,38.167,3.069,10.956,-49.095,-7.735,483.005,2.472,339.18,21.148,5416.787,3787.283,1.963,465.449,1461.808,-1.267,798.983,37.16,11.083,2348.342,141.172,30.07,1.242,356.93,2.575,1.332,80.704,9.042
United Kingdom,2017,34043.488,2539548573696.0,2249.076,0.886,66354474.0,506.935,52.404,161.697,8.191,1.585,56752.941,13.583,2.635,0.997,7.607,0.984,-3.02,0.59,13551.089,1.219,5.838,2.979,1.31,156.156,0.205,30.558,387.367,0.172,0.066,0.214,0.79,-4.21,0.035,-17.621,0.321,0.002,4.301,3.242,77743.469,174.851,274.779,0.396,6.043,0.003,2.269,0.178,2.433,0.065,1.439,0.04,2.93,6.278,416.546,3160.275,2.61,103.584,40.312,1.076,4.885,39.129,543.523,1.111,4.41,0.153,0.158,-12.063,400.951,0.045,0.27,6554.142,480.74,0.461,2.437,77313.672,0.292,7.245,16.75,-27.916,1.276,14.76,2.629,88.615,168.99,882.034,6339.933,0.0,480.752,8208.769,1.465,11841.216,0.351,480.752,1.327,8.66,-8.853,11.46,136.75,13351.036,26921.26,17.268,-32.087,15.653,163.878,1999.696,4.527,5.532,5097.173,5.874,2546.778,98.89,172.709,7122.225,7.986,1060.065,50.035,31.9,40.432,1729.008,146.335,49.965,-0.136,70.34,6.096,2.871,29.238,0.0,4.182,0.696,39.218,748.255,169.23,542.311,101.826,418.846,30.491,-1.772,102.21,-16.695,2060.903,236.937,37.618,461.532,5.079,5.88,22.859,-9.47,-26.946,0.247,32.632,34.783,9.71,10.827,302.2,179.622,20.921,11.554,2718.88,0.481,0.0,1778.548,22.53,-2.09,1490.33,290.906,1.739,9.432,9.432,132.11,-1.716,470.528,9.519,10.082,3.388,14.68,-19.087,33.59,346.01,-4.633,338.22,20.797,5319.615,4403.345,-1.938,339.54,1541.302,42.251,782.288,49.65,12.934,2550.395,114.227,31.9,1.356,352.98,5.851,-1.242,79.079,6.661
